Stars,Title,Description
5,Perfecto,"The media could not be loaded.
                



Perfecto, es un i9 no se puede decir m?"
5,"Rock stable, Fast clock speeds, basically like buying the silicon lottery for a 13900K/KS","It's a Raptor Lake refresh CPU. If you have a 13900K you don't need this. Unless you are an extreme over clocker or need every possible MHZ per thread and stability. If you have a 13900KS you really don't need this CPU.If you have a 12th Gen, it might be worth it to you if you need that extra performance but really depends on what you do.If you are on 11th Gen or below and were looking to upgrade, you might as well get a 14700K or 14900K or KF as they are similarly priced with the 13th gen processors.Also, the 14700K has a 4 more E cores and higher clock speeds which can result in 10-20% performance gains depending on the workload compared to the 13700K.Otherwise wait for the next generation of CPUs to make the leap."
5,"Very happy with 14900K, the reviews are misleading. It's feels way better then they say it performs.","This CPU is amazing. Feels like magic. I have it running in an Asrock PG Sonic 700 series, with 32GB GSkill DDR5 7200, and a Crucial T700 2TB PCIe 5.0 SSD and Cooler Master Masterliquid Atmos 360. Anytime u do anything, even click a icon the cpu jump up to 6Ghz. And for me stay under 30C Idle and under 70C Max Load. Never mind what temperatures it runs at, I can't get it to throttle. Seems like all of its power is available on demand all the time. And I'm basically computing in Real Time. The 13900K was fast, significantly faster then the 12900K, and this CPU even though on paper it doesnt look like they did much, and in benchmarks it looks close, it still feels like 15-20% faster the 13900K when your using it. I feel like it runs cooler then the 13900K, the 13900K was the hot chip. I don't know how they do it. Like I said it's like magic how it stays at 6GHz and stays so cool."
5,It? a beast,Currently playing Battlefield 2042 with this beast and it? silk smooth even paired with a 1080ti
5,Highly recommended,"The media could not be loaded.
                



Works well on my new PC"
5,Ye,CPU runs at max 65 C. Seems good to me.
5,Powerful cpu for gaming,"Love the processor, got it new and using with a rtx 4090 for 1440p. Have it paired with a z690 formula board and I have the ai optimize the cpu. On a 420 cooler it gets 60c at best with warzone 3 with 240 fps. Fast and consistent,  on a 240 cooler Temps got up to 71-81c keep that in mind. Love my purchase!"
5,Hot,Runs hot but runs very well needs a good good good cooler
5,Can't argue with results,"Intel has always worked better for me than competition. I feel like reviewers benchmarks may not be realistic to a typical PC setup. I'm getting 620Fps at 1440P in Rainbow Six Siege on a 4090 ROG Strix OC. Yes at this framerate my fans do spin fast and are loud, but I limit the frames to 143 and then it is quiet and the fans hardly spin.Case: Corsair 4000DGPU : Asus ROG STRIX 4090 OCCPU : Intel Core i9-14900KPSU : MSI MPG A1000G PCIE 5 ATX 3.0Cooler : ARCTIC Liquid Freezer II 280Fans : 4x Antec PF12 SeriesStorage : 2X SAMSUNG 990 PRO SSD 4TB  870 EVO 4TB 2.5 InchMemory : 64GB 2x32 Corsair Vengeance 5600MHz CL40 XMPNote: I would not recommend the cooler for this case and MB combo Heatsink on MB blocks cooler which doesn't properly screw in totally."
5,Great Processor!,I build it my new editing PC and use this 14th generation processor (24 cores and 32 threads).
5,I like it.,Runs at a good temp with a kraken 360 elite.
5,Great cpu,"The i7 14700KF isn't just a CPU; it's a beast unleashed. This 20-core powerhouse purrs like a kitten under normal workloads, staying surprisingly cool thanks to its 7nm architecture. But don't be fooled by its initial demeanor  this CPU is a wolf in sheep's clothing, ready to tear through any demanding games and content creation tasks with ease, I paired with an rx 7900 xtx and forgot about frame rate drops and stuttering."
5,Great performance. Lots of heat,Great performance. Lots of heat.
5,High TDP and Temperatures,"A very powerful processor, but if it does not have good cooling, its functions will be limited. Currently it is working wonders together with the other components. But if they have a moderate cooling system, it is advisable to use the other brand of processors ""AMD"" that has half the temperatures, but with 10% to 20% less performance in some activities, and with the defects that come with not have an architecture that self-protects well or do not update its software often for better handling.Finally, I recommend the processor, only if you have a processor that does not meet current needs. My I7 6700k can do it all, but for some specific technologies, such as SSD Gen 4, peripherals with high-speed USB - C and others, it couldn't cope."
5,"Runs hot, get a good cooler!","Awesome CPU thing can handle anything and everything for at least my needs as a gamer, and programmer! HIGHLY SUGGEST getting a 360 AIO or a custom water loop, and a CPU bracket if you are getting this CPU. It run's very hot getting a CPU bracket cut down my temps about 5-10 degrees. I'm not sure how good air coolers are for this CPU but I've seen a lot of people not suggest it. I use a 360 AIO Loop and it works great at keeping this thing cool!"
5,Performs!,"Does as intended. Topped the stock benchmark stats. It's a heater but the I9s are the top performs. Recommend no smaller than a 360 cooler, I went Artic due to the increased width of their radiator core. Top temp (tuned) 95c but will play most games in the 65c range. VR put a greater heat of 91c max but the flight sim was beautiful and smooth as can be with water takeoffs and landings. This was an upgrade to a 12700kf that I chose awaiting the 14 generation processors. I have this combined with a Nvidea 4080 on a MSI z690 board with 64gb ddr4.  Smooth gaming."
5,Rápido y con buena atención,El producto llego antes de los esperado y en buenas condiciones. Lo cual se agradece mucho. Estare probando en los próximos días
5,Super fast,I really enjoy the speed of this processor. IO would definitely use this again on another build. Didn't rate the gaming because I am not a gamer but I would expect it would be great for that as well.
5,Careful shipment,Everything was great
5,"Great so far, one gen newer with no real improvements.",It was either this one or the 13th gen. I went with this one for the few extra bucks to stay up to date with things longer. Works great so far with no issues.
5,Very good CPU for work use.,"This CPU is for work use. It is very stable at stock speeds. It worked great right out of the box. I doubt if I will ever have to think about it again. I recommend it for real world use. As for gaming, I just can't say how it would perform."
5,Power,"The i9 14900K is undoubtedly a very powerful CPU!Just for gaming I wouldn't recommend, for gaming and working, YES!Also, think about a GOOD COOLING solution (custom watercooler, cryo,...) and/or undervolting (depends on MoBo).A regular 360mm AIO has a hard time keeping this CPU cool!"
5,"Aparentemente es un buen procesador, pero, no ha funcionado en mi placa madre","Este producto fue comprado en base a la información técnica de compatibilidad de INTEL y ASUS para la placa madre ASUS ROG Maximus Z690 Hero. Sin embargo, NO funciona, el sistema operativo no arranca. Se hicieron todas las pruebas sugeridas por ASUS, pero, simplemente NO funciona. Es más, se cambió a un nuevo procesador i9-14900KF y dió los mismos resultados, NO funciona. Aún estoy esperando respuesta de ASUS (2023-12-08). Si alguien tiene la misma placa madre y el mismo procesador, agradecería su sugerencia.Nota: la placa madre ASUS ROG Maximus Z690 Hero funciona perfectamente con procesador i9-12900KF"
5,"Great  buy, when on sale",This is a great processor and when on sale it is by far the best value out there!
